,id_text,ruler,year,month,day,date_of_origin,date,long_date,date_gen,day,long_date_gen,month,year,eponym,regnal_dates,ancient_year,date_bce,months_recorded,date_comments,proposed_date,eponym_title,astron_date,Reg_year,Reg_no,dynastic_seat,ancient_date
4380,p334767,Esarhaddon or Ashurbanipal,,,,00.000.00.00,680-669 or 668-ca. 631,,,,,,,,,,,,,(680-669 or 668-ca. 631),,,,,,
4381,p334768,Esarhaddon,,,,esarhaddon.000.00.00,670/08/00,,,,,,,,680–669 BC,,,,,(670-VIII-[...]),,,,,,
4382,p334769,Esarhaddon or Ashurbanipal,,,,00.000.00.00,680-669 or 668-ca. 631,,,,,,,,,,,,,(680-669 or 668-ca. 631),,,,,,
4383,p334770,Esarhaddon or Ashurbanipal,,,,00.000.00.00,680-669 or 668-ca. 631,,,,,,,,,,,,,(680-669 or 668-ca. 631),,,,,,
4384,p334771,Sargon II,,,,sargon2.000.00.00,-710,,,,,,,,721–705 BC,,,,,-710,,,,,,
4385,p334772,Sargon II,,,,sargon2.000.00.00,,,,,,,,,721–705 BC,,,,,,,,,,,
4386,p334773,Sargon II,,,,sargon2.000.00.00,(717-706),,,,,,,,721–705 BC,,,,,(717-706),,,,,,
4387,p334774,Sargon II,,,,sargon2.000.00.00,,,,,,,,,721–705 BC,,,,,,,,,,,
4388,p334775,Esarhaddon,,,,esarhaddon.000.00.00,680-669,,,,,,,,680–669 BC,,,,,(680-669),,,,,,
4389,p334776,Sargon II,,,,sargon2.000.00.00,(717-706),,,,,,,,721–705 BC,,,,,(717-706),,,,,,
4390,p334777,Esarhaddon,,,,esarhaddon.000.00.00,680-669,,,,,,,,680–669 BC,,,,,(680-669),,,,,,
4391,p334778,Sargon II,,,,sargon2.000.00.00,,,,,,,,,721–705 BC,,,,,,,,,,,
4392,p334779,Sargon II,,,,sargon2.000.00.00,,,,,,,,,721–705 BC,,,,,,,,,,,
4393,p334780,Sargon II,,,,sargon2.000.00.00,(710 or 707-706),,,,,,,,721–705 BC,,,,,(710 or 707-706),,,,,,
4394,p334781,Sargon II,,,,sargon2.000.00.00,-710,,,,,,,,721–705 BC,,,,,-710,,,,,,
4395,p334782,Sargon II,,,,sargon2.000.00.00,,,,,,,,,721–705 BC,,,,,,,,,,,
4396,p334783,Sargon II,,,,sargon2.000.00.00,,,,,,,,,721–705 BC,,,,,,,,,,,
4397,p334784,Esarhaddon or Ashurbanipal,,,,00.000.00.00,680-669 or 668-ca. 631,,,,,,,,,,,,,(680-669 or 668-ca. 631),,,,,,
4398,p334785,Ashurbanipal,,,,assurbanipal.000.00.00,,,,,,,,,668–ca. 631 BC,,,,,,,,,,,
4399,p334786,Sargon II,,,,sargon2.000.00.00,,,,,,,,,721–705 BC,,,,,,,,,,,
4400,p334787,Esarhaddon or Ashurbanipal,,,,00.000.00.00,680-669 or 668-ca. 631,,,,,,,,,,,,,(680-669 or 668-ca. 631),,,,,,
4401,p334788,Esarhaddon,,,,esarhaddon.000.00.00,(672-669),,,,,,,,680–669 BC,,,,,(672-669),,,,,,
4402,p334789,Sargon II,,,,sargon2.000.00.00,,,,,,,,,721–705 BC,,,,,,,,,,,
4403,p334790,Esarhaddon,,,,esarhaddon.000.00.00,670/01-2/00,,,,,,,,680–669 BC,,,,,(670-I-2-[...]),,,,,,
4404,p334791,Sargon II,,,,sargon2.000.00.00,,,,,,,,,721–705 BC,,,,,,,,,,,
4405,p334792,Sargon II,,,,sargon2.000.00.00,(717-706),,,,,,,,721–705 BC,,,,,(717-706),,,,,,
4406,p334793,Sargon II,,,,sargon2.000.00.00,,,,,,,,,721–705 BC,,,,,,,,,,,
4407,p334794,Sargon II,,,,sargon2.000.00.00,(717-706),,,,,,,,721–705 BC,,,,,(717-706),,,,,,
4408,p334795,Sargon II,,,,sargon2.000.00.00,(708-707),,,,,,,,721–705 BC,,,,,(708-707),,,,,,
4409,p334796,Esarhaddon or Ashurbanipal,,,,00.000.00.00,680-669 or 668-ca. 631,,,,,,,,,,,,,(680-669 or 668-ca. 631),,,,,,
4410,p334797,Esarhaddon,,,,esarhaddon.000.00.00,0669/04/10,,,,,,,,680–669 BC,,,,,(669-IV-10),,,,,,
4411,p334798,Esarhaddon,,,,esarhaddon.000.00.00,679,,,,,,,,680–669 BC,,,,,-679,,a-679-02-00,,,,
4412,p334800,Esarhaddon or Ashurbanipal,,,,00.000.00.00,680-669 or 668-ca. 631,,,,,,,,,,,,,(680-669 or 668-ca. 631),,,,,,
4413,p334801,Esarhaddon or Ashurbanipal,,,,00.000.00.00,680-669 or 668-ca. 631,,,,,,,,,,,,,(680-669 or 668-ca. 631),,,,,,
4414,p334802,Esarhaddon or Ashurbanipal,,,,00.000.00.00,680-669 or 668-ca. 631,,,,,,,,,,,,,(680-669 or 668-ca. 631),,,,,,
4415,p334803,Esarhaddon or Ashurbanipal,,,,00.000.00.00,680-669 or 668-ca. 631,,,,,,,,,,,,,(680-669 or 668-ca. 631),,,,,,
4416,p334804,Sargon II,,,,sargon2.000.00.00,,,,,,,,,721–705 BC,,,,,,,,,,,
4417,p334805,Sargon II,,,,sargon2.000.00.00,,,,,,,,,721–705 BC,,,,,,,,,,,
4418,p334806,Sargon II,,,,sargon2.000.00.00,,,,,,,,,721–705 BC,,,,,,,,,,,
4419,p334807,Sargon II,,,,sargon2.000.00.00,,,,,,,,,721–705 BC,,,,,,,,,,,
4420,p334808,Esarhaddon,,,,esarhaddon.000.00.00,,,,,,,,,680–669 BC,,,,,,,,,,,
4421,p334809,Esarhaddon or Ashurbanipal,,,,00.000.00.00,680-669 or 668-ca. 631,,,,,,,,,,,,,(680-669 or 668-ca. 631),,,,,,
4422,p334810,Sargon II,,,,sargon2.000.00.00,,,,,,,,,721–705 BC,,,,,,,,,,,
4423,p334811,Esarhaddon,,,,esarhaddon.000.00.00,(680-678),,,,,,,,680–669 BC,,,,,(680-678),,,,,,
4424,p334812,Esarhaddon,,,,esarhaddon.000.00.00,-672,,,,,,,,680–669 BC,,,,,-672,,,,,,
4425,p334813,Esarhaddon,,,,esarhaddon.000.00.00,,,,,,,,,680–669 BC,,,,,,,,,,,
4426,p334814,Ashurbanipal,,,,assurbanipal.000.00.00,,,,,,,,,668–ca. 631 BC,,,,,-669,,,,,,
4427,p334815,Esarhaddon or Ashurbanipal,,,,00.000.00.00,680-669 or 668-ca. 631,,,,,,,,,,,,,(680-669 or 668-ca. 631),,,,,,
4428,p334816,Esarhaddon,,,,esarhaddon.000.00.00,(672-669),,,,,,,,680–669 BC,,,,,(672-669),,,,,,
4429,p334817,Esarhaddon or Ashurbanipal,,,,00.000.00.00,680-669 or 668-ca. 631,,,,,,,,,,,,,(680-669 or 668-ca. 631),,,,,,
4430,p334818,Esarhaddon,,,,esarhaddon.000.00.00,(680-679),,,,,,,,680–669 BC,,,,,(680-679),,,,,,
4431,p334819,Esarhaddon,,,,esarhaddon.000.00.00,-670,,,,,,,,680–669 BC,,,,,-670,,,,,,
4432,p334820,Sargon II,,,,sargon2.000.00.00,,,,,,,,,721–705 BC,,,,,,,,,,,
4433,p334821,Sargon II,,,,sargon2.000.00.00,,,,,,,,,721–705 BC,,,,,,,,,,,
4434,p334822,Sargon II,,,,sargon2.000.00.00,,,,,,,,,721–705 BC,,,,,,,,,,,
4435,p334823,Esarhaddon,,,,esarhaddon.000.00.00,,,,,,,,,680–669 BC,,,,,,,,,,,
4436,p334824,Sargon II,,,,sargon2.000.00.00,,,,,,,,,721–705 BC,,,,,,,,,,,
4437,p334825,Sargon II,,,,sargon2.000.00.00,,,,,,,,,721–705 BC,,,,,,,,,,,
4438,p334826,Sargon II,,,,sargon2.000.00.00,,,,,,,,,721–705 BC,,,,,,,,,,,
4439,p334827,Ashurbanipal,,,,assurbanipal.000.00.00,668,,,,,,,,668–ca. 631 BC,,,,,-668,,,,,,
4440,p334828,Ashurbanipal,,,,assurbanipal.000.00.00,,,,,,,,,668–ca. 631 BC,,,,,(646 or 653),,,,,,
4441,p334829,Esarhaddon,,,,esarhaddon.000.00.00,680-669,,,,,,,,680–669 BC,,,,,(680-669),,,,,,
4442,p334830,Sargon II,,,,sargon2.000.00.00,,,,,,,,,721–705 BC,,,,,,,,,,,
4443,p334831,Sargon II,,,,sargon2.000.00.00,,,,,,,,,721–705 BC,,,,,,,,,,,
4444,p334832,Esarhaddon,,,,esarhaddon.000.00.00,680-669,,,,,,,,680–669 BC,,,,,(680-669),,,,,,
4445,p334833,Esarhaddon,,,,esarhaddon.000.00.00,(672-669),,,,,,,,680–669 BC,,,,,(672-669),,,,,,
4446,p334834,Sargon II,,,,sargon2.000.00.00,-707,,,,,,,,721–705 BC,,,,,-707,,,,,,
4447,p334835,Sargon II,,,,sargon2.000.00.00,,,,,,,,,721–705 BC,,,,,,,,,,,
4448,p334836,Sargon II,,,,sargon2.000.00.00,,,,,,,,,721–705 BC,,,,,,,,,,,
4449,p334837,Sargon II,,,,sargon2.000.00.00,-710,,,,,,,,721–705 BC,,,,,-710,,,,,,
4450,p334838,Esarhaddon or Ashurbanipal,,,,00.000.00.00,680-669 or 668-ca. 631,,,,,,,,,,,,,(680-669 or 668-ca. 631),,,,,,
4451,p334839,Sargon II,,,,sargon2.000.00.00,(ca. 713-712),,,,,,,,721–705 BC,,,,,(ca. 713-712),,,,,,
4452,p334840,Esarhaddon,,,,esarhaddon.000.00.00,,,,,,,,,680–669 BC,,,,,,,,,,,
4453,p334841,Sargon II,,,,sargon2.000.00.00,,,,,,,,,721–705 BC,,,,,,,,,,,
4454,p334842,Sargon II,,,,sargon2.000.00.00,,,,,,,,,721–705 BC,,,,,,,,,,,
4455,p334844,Esarhaddon,,,,esarhaddon.000.00.00,(672-669),,,,,,,,680–669 BC,,,,,(672-669),,,,,,
4456,p334845,Esarhaddon,,,,esarhaddon.000.00.00,,,,,,,,,680–669 BC,,,,,,,,,,,
4457,p334846,Sargon II,,,,sargon2.000.00.00,-710,,,,,,,,721–705 BC,,,,,-710,,,,,,
4458,p334847,Sargon II,,,,sargon2.000.00.00,-707,,,,,,,,721–705 BC,,,,,-707,,,,,,
4459,p334848,Sargon II,,,,sargon2.000.00.00,,,,,,,,,721–705 BC,,,,,,,,,,,
4460,p334849,Sargon II,,,,sargon2.000.00.00,,,,,,,,,721–705 BC,,,,,,,,,,,
4461,p334850,Esarhaddon,,,,esarhaddon.000.00.00,,,,,,,,,680–669 BC,,,,,,,,,,,
4462,p334852,Esarhaddon,,,,esarhaddon.000.00.00,671-669,,,,,,,,680–669 BC,,,,,(671-669),,,,,,
4463,p334853,Esarhaddon,,,,esarhaddon.000.00.00,,,,,,,,,680–669 BC,,,,,,,,,,,
4464,p334855,Esarhaddon,,,,esarhaddon.000.00.00,,,,,,,,,680–669 BC,,,,,,,,,,,
4465,p334856,Esarhaddon,,,,esarhaddon.000.00.00,670,,,,,,,,680–669 BC,,,,,-670,,,,,,
4466,p334857,Sargon II,,,,sargon2.000.00.00,-707,,,,,,,,721–705 BC,,,,,-707,,,,,,
4467,p334858,Sargon II,,,,sargon2.000.00.00,-707,,,,,,,,721–705 BC,,,,,-707,,,,,,
4468,p334859,Sargon II,,,,sargon2.000.00.00,-710,,,,,,,,721–705 BC,,,,,-710,,,,,,
4469,p334860,Esarhaddon,,,,esarhaddon.000.00.00,(679-675),,,,,,,,680–669 BC,,,,,(679-675),,,,,,
4470,p334861,Sargon II,,,,sargon2.000.00.00,,,,,,,,,721–705 BC,,,,,,,,,,,
4471,p334862,Esarhaddon,,,,esarhaddon.000.00.00,,,,,,,,,680–669 BC,,,,,,,,,,,
4472,p334863,Sargon II,,,,sargon2.000.00.00,,,,,,,,,721–705 BC,,,,,,,,,,,
4473,p334864,Sargon II,,,,sargon2.000.00.00,,,,,,,,,721–705 BC,,,,,,,,,,,
4474,p334865,Sargon II,,,,sargon2.000.00.00,(717-706),,,,,,,,721–705 BC,,,,,(717-706),,,,,,
4475,p334866,Ashurbanipal,,,,assurbanipal.000.00.00,,,,,,,,,668–ca. 631 BC,,,,,,,,,,,
4476,p334867,Ashurbanipal,,,,assurbanipal.000.00.00,,,,,,,,,668–ca. 631 BC,,,,,,,,,,,
4477,p334868,Esarhaddon or Ashurbanipal,,,,00.000.00.00,680-669 or 668-ca. 631,,,,,,,,,,,,,(680-669 or 668-ca. 631),,,,,,
4478,p334869,Esarhaddon,,,,esarhaddon.000.00.00,,,,,,,,,680–669 BC,,,,,,,,,,,
4479,p334870,Esarhaddon or Ashurbanipal,,,,00.000.00.00,680-669 or 668-ca. 631,,,,,,,,,,,,,(680-669 or 668-ca. 631),,,,,,
4480,p334871,Esarhaddon or Ashurbanipal,,,,00.000.00.00,680-669 or 668-ca. 631,,,,,,,,,,,,,(680-669 or 668-ca. 631),,,,,,
4481,p334872,Ashurbanipal,,,,assurbanipal.000.00.00,668,,,,,,,,668–ca. 631 BC,,,,,-668,,,,,,
4482,p334873,Esarhaddon,,,,esarhaddon.000.00.00,679/09/25 or 674/09/25,,,,,,,,680–669 BC,,,,,(679 or 674-IX-25),,,,,,
4483,p334874,Esarhaddon,,,,esarhaddon.000.00.00,669,,,,,,,,680–669 BC,,,,,-669,,,,,,
4484,p334875,Esarhaddon or Ashurbanipal,,,,00.000.00.00,680-669 or 668-ca. 631,,,,,,,,,,,,,(680-669 or 668-ca. 631),,,,,,
4485,p334876,Ashurbanipal,,,,assurbanipal.000.00.00,668-ca. 631,,,,,,,,668–ca. 631 BC,,,,,(668-ca. 631),,,,,,
4486,p334877,Esarhaddon,,,,esarhaddon.000.00.00,0670/12/27,,,,,,,,680–669 BC,,,,,(670-XII-27),,,,,,
4487,p334878,Esarhaddon or Ashurbanipal,,,,00.000.00.00,680-669 or 668-ca. 631,,,,,,,,,,,,,(680-669 or 668-ca. 631),,,,,,
4488,p334879,Esarhaddon,,,,esarhaddon.000.00.00,670/04/00,,,,,,,,680–669 BC,,,,,(670-IV-[...]),,,,,,
4489,p334880,Esarhaddon or Ashurbanipal,,,,00.000.00.00,680-669 or 668-ca. 631,,,,,,,,,,,,,(680-669 or 668-ca. 631),,,,,,
4490,p334881,Esarhaddon or Ashurbanipal,,,,00.000.00.00,680-669 or 668-ca. 631,,,,,,,,,,,,,(680-669 or 668-ca. 631),,,,,,
4491,p334882,Esarhaddon or Ashurbanipal,,,,00.000.00.00,670 or 667,,,,,,,,,,,,,(670 or 667),,,,,,
4492,p334883,Ashurbanipal,,,,assurbanipal.000.00.00,0666/04/12,,,,,,,,668–ca. 631 BC,,,,,(666-IV-12),,,,,,
4493,p334884,Esarhaddon,,,,esarhaddon.000.00.00,,,,,,,,,680–669 BC,,,,,,,,,,,
4494,p334885,Esarhaddon,,,,esarhaddon.000.00.00,669/01/00,,,,,,,,680–669 BC,,,,,(669-I-[...]),,,,,,
4495,p334886,Esarhaddon or Ashurbanipal,,,,00.000.00.00,,,,,,,,,,,,,,,,,,,,
4496,p334887,Sargon II,,,,sargon2.000.00.00,,,,,,,,,721–705 BC,,,,,,,,,,,
4497,p334888,Sargon II,,,,sargon2.000.00.00,,,,,,,,,721–705 BC,,,,,,,,,,,
4498,p334889,Esarhaddon or Ashurbanipal,,,,00.000.00.00,,,,,,,,,,,,,,,,,,,,
4499,p334890,Sargon II,,,,sargon2.000.00.00,,,,,,,,,721–705 BC,,,,,,,,,,,
4500,p334892,Sargon II,,,,sargon2.000.00.00,,,,,,,,,721–705 BC,,,,,,,,,,,
4501,p334893,Esarhaddon or Ashurbanipal,,,,00.000.00.00,680-669 or 668-ca. 631,,,,,,,,,,,,,(680-669 or 668-ca. 631),,,,,,
4502,p334894,Sargon II,,,,sargon2.000.00.00,,,,,,,,,721–705 BC,,,,,,,,,,,
4503,p334895,Sargon II,,,,sargon2.000.00.00,(717-706),,,,,,,,721–705 BC,,,,,(717-706),,,,,,
4504,p334896,Sargon II,,,,sargon2.000.00.00,,,,,,,,,721–705 BC,,,,,,,,,,,
4505,p334897,Esarhaddon,,,,esarhaddon.000.00.00,(672-669),,,,,,,,680–669 BC,,,,,(672-669),,,,,,
4506,p334898,Esarhaddon,,,,esarhaddon.000.00.00,,,,,,,,,680–669 BC,,,,,,,,,,,
4507,p334900,Esarhaddon or Ashurbanipal,,,,00.000.00.00,680-669 or 668-ca. 631,,,,,,,,,,,,,(680-669 or 668-ca. 631),,,,,,
4508,p334901,Esarhaddon or Ashurbanipal,,,,00.000.00.00,,,,,,,,,,,,,,,,,,,,
4509,p334902,Esarhaddon or Ashurbanipal,,,,00.000.00.00,,,,,,,,,,,,,,,,,,,,
4510,p334903,Sargon II,,,,sargon2.000.00.00,,,,,,,,,721–705 BC,,,,,,,,,,,
4511,p334904,Sargon II,,,,sargon2.000.00.00,,,,,,,,,721–705 BC,,,,,,,,,,,
4512,p334905,Sargon II,,,,sargon2.000.00.00,-710,,,,,,,,721–705 BC,,,,,-710,,,,,,
4513,p334906,Esarhaddon,,,,esarhaddon.000.00.00,669/03/00,,,,,,,,680–669 BC,,,,,(669-III-[...]),,,,,,
4514,p334907,Sargon II,,,,sargon2.000.00.00,,,,,,,,,721–705 BC,,,,,,,,,,,
4515,p334908,Esarhaddon,,,,esarhaddon.000.00.00,680-669,,,,,,,,680–669 BC,,,,,(680-669),,,,,,
4516,p334909,Sargon II,,,,sargon2.000.00.00,,,,,,,,,721–705 BC,,,,,,,,,,,
4517,p334910,Sargon II,,,,sargon2.000.00.00,(717-706),,,,,,,,721–705 BC,,,,,(717-706),,,,,,
4518,p334911,Esarhaddon,,,,esarhaddon.000.00.00,0678/03/14,,,,,,,,680–669 BC,,,,,(678-III-14),,,,,,
4519,p334912,Sargon II,,,,sargon2.000.00.00,(717-706),,,,,,,,721–705 BC,,,,,(717-706),,,,,,
4520,p334913,Esarhaddon,,,,esarhaddon.000.00.00,673/11/00 or 670/11/00,,,,,,,,680–669 BC,,,,,(673 or 670-XI-[...]),,a-673-11-00 or a-670-11-00,,,,
4521,p334914,Esarhaddon,,,,esarhaddon.000.00.00,,,,,,,,,680–669 BC,,,,,,,,,,,
4522,p334915,Sennacherib,,,,sennacherib.000.00.00,,,,,,,,,704–681 BC,,,,,(683-681),,,,,,
4523,p334916,Sargon II,,,,sargon2.000.00.00,-710,,,,,,,,721–705 BC,,,,,-710,,,,,,
4524,p334917,Sargon II,,,,sargon2.000.00.00,(708-707),,,,,,,,721–705 BC,,,,,(708-707),,,,,,
4525,p334918,Sargon II,,,,sargon2.000.00.00,,,,,,,,,721–705 BC,,,,,,,,,,,
4526,p334919,Ashurbanipal,,,,assurbanipal.000.00.00,,,,,,,,,668–ca. 631 BC,,,,,(668-ca. 631),,,,,,
4527,p334920,Sargon II,,,,sargon2.000.00.00,-710,,,,,,,,721–705 BC,,,,,-710,,,,,,
4528,p334921,Sargon II,,,,sargon2.000.00.00,,,,,,,,,721–705 BC,,,,,,,,,,,
4529,p334922,Sargon II,,,,sargon2.000.00.00,(707-706),,,,,,,,721–705 BC,,,,,(707-706),,,,,,
4530,p334923,Sargon II,,,,sargon2.000.00.00,,,,,,,,,721–705 BC,,,,,,,,,,,
4531,p334925,Ashurbanipal,,,,assurbanipal.000.00.00,,,,,,,,,668–ca. 631 BC,,,,,(668-ca. 631),,,,,,
4532,p334926,Ashurbanipal,,,,assurbanipal.000.00.00,,,,,,,,,668–ca. 631 BC,,,,,(668-ca. 631),,,,,,
4533,p334927,Esarhaddon,,,,esarhaddon.000.00.00,,,,,,,,,680–669 BC,,,,,-680,,,,,,
4534,p334928,Esarhaddon,,,,esarhaddon.000.00.00,,,,,,,,,680–669 BC,,,,,(674-671),,,,,,
4535,p334929,Ashurbanipal,,,,assurbanipal.000.00.00,,,,,,,,,668–ca. 631 BC,,,,,(668-ca. 631),,,,,,
4536,p334930,Ashurbanipal,,,,assurbanipal.000.00.00,,,,,,,,,668–ca. 631 BC,,,,,(668-ca. 631),,,,,,
4537,p334931,Sargon II,,,,sargon2.000.00.00,,,,,,,,,721–705 BC,,,,,(721-705),,,,,,
4538,p334932,uncertain,,,,00.000.00.00,,,,,,,,,,,,,,(7th century),,,,,,
4539,p334933,Esarhaddon,,,,esarhaddon.000.00.00,0669/03/11,,,,,,,,680–669 BC,,,,,(669-III-11),,,,,,
4540,p334934,Sargon II,,,,sargon2.000.00.00,,,,,,,,,721–705 BC,,,,,(721-705),,,,,,
4541,p334935,Sargon II,,,,sargon2.000.00.00,,,,,,,,,721–705 BC,,,,,(721-705),,,,,,
4542,p334936,Sargon II,,,,sargon2.000.00.00,,,,,,,,,721–705 BC,,,,,(721-705),,,,,,
4543,p334937,Sargon II,,,,sargon2.000.00.00,,,,,,,,,721–705 BC,,,,,(721-705),,,,,,
4544,p334938,Sargon II,,,,sargon2.000.00.00,,,,,,,,,721–705 BC,,,,,(721-705),,,,,,
4545,p334939,Sargon II,,,,sargon2.000.00.00,,,,,,,,,721–705 BC,,,,,(721-705),,,,,,
4546,p334940,Sargon II,,,,sargon2.000.00.00,,,,,,,,,721–705 BC,,,,,(721-705),,,,,,
4547,p334941,Sargon II,,,,sargon2.000.00.00,,,,,,,,,721–705 BC,,,,,(721-705),,,,,,
4548,p334942,Sargon II,,,,sargon2.000.00.00,,,,,,,,,721–705 BC,,,,,(721-705),,,,,,
4549,p334943,Sargon II,,,,sargon2.000.00.00,,,,,,,,,721–705 BC,,,,,(721-705),,,,,,
4550,p334944,Sargon II,,,,sargon2.000.00.00,,,,,,,,,721–705 BC,,,,,(721-705),,,,,,
4551,p334945,Sargon II,,,,sargon2.000.00.00,,,,,,,,,721–705 BC,,,,,(721-705),,,,,,
4552,p334946,Sargon II,,,,sargon2.000.00.00,,,,,,,,,721–705 BC,,,,,(721-705),,,,,,
4553,p334947,Sargon II,,,,sargon2.000.00.00,,,,,,,,,721–705 BC,,,,,(721-705),,,,,,
4554,p334948,Sargon II,,,,sargon2.000.00.00,,,,,,,,,721–705 BC,,,,,(721-705),,,,,,
4555,p334949,Sargon II,,,,sargon2.000.00.00,,,,,,,,,721–705 BC,,,,,(721-705),,,,,,
4556,p334950,Sargon II,,,,sargon2.000.00.00,,,,,,,,,721–705 BC,,,,,(721-705),,,,,,
4557,p334951,Sargon II,,,,sargon2.000.00.00,,,,,,,,,721–705 BC,,,,,(721-705),,,,,,
4558,p334952,Sargon II,,,,sargon2.000.00.00,,,,,,,,,721–705 BC,,,,,(721-705),,,,,,
4559,p334953,Ashurbanipal,635*,I,11,assurbanipal.limu bel-lu-dari.01.11,635*-I-11,"Nisannu 11[th], eponymy of Bēl-lū-dāri",635*-I-11,11,"Nisannu 11th, eponymy of Bēl-lū-dāri",I,635*,Bēl-lū-dāri,668–ca. 631 BC,,,,,,,,,,,
4560,p334954,Ashurbanipal,636*,II,2,assurbanipal.limu sin-sharru-usur.02.02,636*-II-02,"Ayyāru 2nd, eponymy of Sîn-šarru-uṣur",636*-II-02,2,"Ayyāru 2nd, eponymy of Sîn-šarru-uṣur",II,636*,Sîn-šarru-uṣur,668–ca. 631 BC,,,,,,governor of Ḫindānu,,,,,
4561,p334955,Esarhaddon,680,VII,21,esarhaddon.limu dananu.07.21,680-VII-21,"Tašrītu 21st, eponymy of Danānu",680-VII-21,21,"Tašrītu 21st, eponymy of Danānu",VII,680,Danānu,680–669 BC,,,,,,governor of Manṣuāte,,,,,
4562,p334956,Ashurbanipal,645*,VI,5,assurbanipal.limu shamash-da’’inanni.06.05,645*-VI-05,"Ulūlu 5th, eponymy of Šamaš-da’’inanni",645*-VI-05,5,"Ulūlu 5th, eponymy of Šamaš-da’’inanni",VI,645*,Šamaš-da’’inanni,668–ca. 631 BC,,,,,,governor of Babylon (Bābili),,,,,
4563,p334957,Sargon II,711,I,21,sargon2.limu ninurta-alik-pani.01.21,711-I-21,"Nisannu 21st, eponymy of Ninurta-ālik-pāni, governor of Si'immê",711-I-21,21,"Nisannu 21st, eponymy of Ninurta-ālik-pāni, governor of Siʾimmê",I,711,Ninurta-ālik-pāni,721–705 BC,,,,,,governor of Siʾimmê,,,,,
4564,p334958,"Ashurbanipal, Aššur-etel-ilani, or Sîn-šarru-iškun",,III,18,00.000.03.18,[...]-III-18,Simānu 18th,III-18,18,Simānu 18th,III,,,,,,,,,,,,,,
4565,p334959,Ashurbanipal,650,VI,22,assurbanipal.limu bel-harran-shaddu’a.06.22,650-VI-22,"[Ulū]lu 22nd, eponymy of Bēl-(Harrān-)šaddû’a",650-VI-22,22,"Ulūlu 22nd, eponymy of Bēl-Harrān-šaddû’a",VI,650,Bēl-Harrān-šaddû’a,668–ca. 631 BC,,,,,,governor of Tyre (Ṣurru),,,,,
4566,p334960,Esarhaddon,673,II,1,esarhaddon.limu atar-ili.02.01,673-II-01,"Ayyāru 1st, eponymy of Atar-ili, governor of Laḫiru",673-II-01,1,"Ayyāru 1st, eponymy of Atar-ili, governor of Laḫīru",II,673,Atar-ili,680–669 BC,,,,,,governor of Laḫīru,,,,,
4567,p334961,Sennacherib,686,VIII,20,sennacherib.limu bel-emuranni.08.20,686-VIII-20,"Arahsamna 20th, eponymy of Bēl-ēmuranni",686-VIII-20,20,"Arahsamna 20th, eponymy of Bēl-ēmuranni",VIII,686,Bēl-ēmuranni,704–681 BC,,,,,,commander-in-chief of the right (turtān imitti),,,,,
4568,p334962,Ashurbanipal,657,XI,[...],assurbanipal.limu labashi.11.00,657-XI-[...],"Šabāṭu ...th, eponymy of Lâ[bâši, ...]",657-XI-[...],[...],"Šabāṭu ...th, eponymy of Lâbâši",XI,657,Lâbâši,668–ca. 631 BC,,,,,,chief of trade (rab kāri),,,,,
4569,p334963,Esarhaddon,676,III,4,esarhaddon.limu banba.03.04,676-III-04,"Simānu 4th, [eponymy of] Banbâ",676-III-04,4,"Simānu 4th, eponymy of Banbâ",III,676,Banbâ,680–669 BC,,,,,,chief/second vizier (sukkallu dannu/šaniu),,,,,
4570,p334964,"Ashurbanipal, Aššur-etel-ilani, or Sîn-šarru-iškun",,,,00.000.00.00,,,,,,,,,,,,,,(ca. 668-612),,,,,,
4571,p334965,"Ashurbanipal, Aššur-etel-ilani, or Sîn-šarru-iškun",,,,00.000.00.00,,,,,,,,,,,,,,(ca. 668-612),,,,,,
4572,p334966,Esarhaddon,672,I,26,esarhaddon.limu nabu-belu-usur.01.26,672-I-26,"Nisannu 26th, eponymy of Nabû-bēlu-uṣur, governor of Dūr-Šarrukīn",672-I-26,26,"Nisannu 26th, eponymy of Nabû-bēlu-uṣur, governor of Dūr-Šarrukīn",I,672,Nabû-bēlu-uṣur,680–669 BC,,,,,,governor of Dūr-Šarrukīn,,,,,
4573,p334967,Esarhaddon,672,III,29,esarhaddon.limu nabu-belu-usur.03.29,672-III-29,"Simānu 29th, eponymy of Nabû-bēlu-uṣur",672-III-29,29,"Simānu 29th, eponymy of Nabû-bēlu-uṣur",III,672,Nabû-bēlu-uṣur,680–669 BC,,,,,,governor of Dūr-Šarrukīn,,,,,
4574,p334968,Ashurbanipal,638*,II,11,assurbanipal.limu assur-gimilli-tere.02.11,638*-II-11,"Ayyāru 11th, eponymy of Aššur-gimilli-tēre",638*-II-11,11,"Ayyāru 11th, eponymy of Aššur-gimilli-tēre",II,638*,Aššur-gimilli-tēre,668–ca. 631 BC,,,,,,(chief) treasurer (masennu (rabû)) / chief fuller (rab ašlāki),,,,,
4575,p334969,Sennacherib,688,XII,25,sennacherib.limu iddin-ahhe.12.25,688-XII-25,"Addaru 25th, eponymy of Iddin-ahhē",688-XII-25,25,"Addaru 25th, eponymy of Iddin-ahhē",XII,688,Iddin-ahhē,704–681 BC,,,,,,governor of Ṣimirra,,,,,
