factgrid_id,collection,wikidata_id,collection_name,collection_name_native,name_native_iso,collection_url,wiki_url_eng,wiki_url_native,collection_id,cdli_id,collection_holding,collection_holding_status,collection_actor,collection_actor_status,collection_loc,country_iso,region_gadm,district_gadm,osm_id,osm_type,geonames_id,notes,url_native_iso,to_be_deleted,cdli_url
Q511936,"Fitzwilliam Museum, University of Cambridge, Cambridge, UK",Q1421440,Fitzwilliam Museum,Fitzwilliam Museum,eng,https://www.fitzmuseum.cam.ac.uk,https://en.wikipedia.org/wiki/Fitzwilliam_Museum,https://en.wikipedia.org/wiki/Fitzwilliam_Museum,77,649,Museum,Extant,Educational institution,Public,1,GBR,GBR.1_1,GBR.1.16_1,,,9035026,,eng,0,https://cdli.mpiwg-berlin.mpg.de/collections/649
,"Field Museum of Natural History, Chicago, Illinois, USA",Q1122595,Field Museum,Field Museum,eng,https://www.fieldmuseum.org,https://en.wikipedia.org/wiki/Field_Museum_of_Natural_History,https://en.wikipedia.org/wiki/Field_Museum_of_Natural_History,78,19,Museum,Extant,Foundation,Group,1,USA,USA.14_1,USA.14.16_1,,,6956716,,eng,0,https://cdli.mpiwg-berlin.mpg.de/collections/19
,"Musée d’Art et d’Histoire, Geneva, Switzerland",Q679075,"Musée d’art et d'histoire, Geneva",Musée d’art et d'histoire,fra,http://institutions.ville-geneve.ch/fr/mah,https://en.wikipedia.org/wiki/Mus%C3%A9e_d%27Art_et_d%27Histoire_(Geneva),https://fr.wikipedia.org/wiki/Musée_d%27Art_et_d%27Histoire_de_Genève,79,293,Museum,Extant,Agency,Public,1,CHE,CHE.8_1,CHE.8.1_1,,,10383307,,fra,0,https://cdli.mpiwg-berlin.mpg.de/collections/293
,"Museo Barracco, Rome, Italy",Q2729588,Barracco Museum of Antique Sculpture,Museo di Scultura Antica Giovanni Barracco,ita,http://www.museobarracco.it,https://en.wikipedia.org/wiki/Museo_Barracco_di_Scultura_Antica,https://it.wikipedia.org/wiki/Museo_Barracco,80,117,Museum,Extant,Agency,Public,1,ITA,ITA.8_1,ITA.8.4_1,,,12324436,,ita,0,https://cdli.mpiwg-berlin.mpg.de/collections/117
Q511916,"Museo di Antichità di Torino, Turin, Italy",Q3868190,"Museo di Antichità, Turin",Museo di Antichità,ita,https://www.museireali.beniculturali.it/museo-antichita,,https://it.wikipedia.org/wiki/Museo_di_antichità,81,840,Museum,Extant,Agency,Public,1,,,,113734601,way,0,,ita,0,https://cdli.mpiwg-berlin.mpg.de/collections/840
Q511899,"J. Pierpont Morgan Library Collection, Yale Babylonian Collection, New Haven, Connecticut,; J. Pierpont Morgan Library Collection, Yale Babylonian Collection, New Haven, Connecticut, USA",Q2599064,J. Pierpont Morgan Library Collection,"J. Pierpont Morgan Library Collection, Yale Babylonian Collection",eng,https://babylonian-collection.yale.edu,https://en.wikipedia.org/wiki/Yale_Babylonian_Collection,https://en.wikipedia.org/wiki/Yale_Babylonian_Collection,82,345; 351,Collection,Extant,Educational institution,Group,1,USA,USA.7_1,USA.7.5_1,2840329,relation,0,,eng,0,
Q511899,"Newell Collections of Babylonian Tablets, Yale Babylonian Collection, New Haven, Connecticut, USA",Q2599064,"Newell Collections of Babylonian Tablets, Yale Babylonian Collection","Newell Collections of Babylonian Tablets, Yale Babylonian Collection",eng,https://babylonian-collection.yale.edu/,https://en.wikipedia.org/wiki/Yale_Babylonian_Collection,https://en.wikipedia.org/wiki/Yale_Babylonian_Collection,83,1189,Collection,Extant,Educational institution,Group,1,USA,USA.7_1,USA.7.5_1,2840329,relation,0,,eng,0,https://cdli.mpiwg-berlin.mpg.de/collections/1189
,"de Liagre Böhl Collection, Netherlands Institute for the Near East, Leiden, Holland",Q18655579,"De Liagre Böhl Collection, Netherlands Institute for the Near East","Collectie De Liagre Böhl, Nederlands Instituut voor het Nabije Oosten",nld,https://www.nino-leiden.nl/collections/de-liagre-bohl-collection,https://en.wikipedia.org/wiki/The_Netherlands_Institute_for_the_Near_East,https://nl.wikipedia.org/wiki/Nederlands_Instituut_voor_het_Nabije_Oosten,84,690,Collection,Extant,Educational institution,Group,1,NLD,NLD.14_1,NLD.14.38_1,52963062,way,0,,nld,0,https://cdli.mpiwg-berlin.mpg.de/collections/690
,"Department of Near Eastern Studies, Cornell University, Ithaca, New York, USA",,"Department of Near Eastern Studies, Cornell University",Department of Near Eastern Studies,eng,https://neareasternstudies.cornell.edu,,,86,1272,Collection,Extant,Educational institution,Group,1,USA,USA.33_1,USA.33.56_1,,,7186023,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/1272
,"Columbia University Library, New York, New York, USA; Rare Book and Manuscript Library, Columbia University, New York, New York, USA",Q4079856,"Rare Book and Manuscript Library, Columbia University Libraries","Rare Book & Manuscript Library, Columbia University Libraries",eng,https://library.columbia.edu/libraries/rbml.html,https://en.wikipedia.org/wiki/Rare_Book_%26_Manuscript_Library,https://en.wikipedia.org/wiki/Rare_Book_%26_Manuscript_Library,87,32; 1093,Library,Extant,Educational institution,Group,1,USA,USA.33_1,USA.33.32_1,,,5110943,,eng,0,
,"Weingreen Museum of Biblical Antiquities, Trinity College, Dublin, Ireland",Q15956503,Weingreen Museum of Biblical Antiquities,Weingreen Museum of Biblical Antiquities,eng,https://www.tcd.ie/mnes/weingreen.php,https://en.wikipedia.org/wiki/Weingreen_Museum_of_Biblical_Antiquities,,88,1295,Museum,Extant,Educational institution,Public,1,IRL,IRL.6_1,0,27923681,way,0,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/1295
,"private: Haldar, Alfred O., Uppsala, Sweden",,Alfred O. Haldar Collection,Alfred Ossian Haldars samling,swe,,,,89,1133,Collection,Unknown,Person,Individual,0,SWE,SWE.16_1,SWE.16.7_1,,,,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/1133
,"National Museums Scotland, Edinburgh, Scotland, UK",Q1633842,National Museums Scotland,National Museums Scotland,eng,https://www.nms.ac.uk,https://en.wikipedia.org/wiki/National_Museum_of_Scotland,https://en.wikipedia.org/wiki/National_Museum_of_Scotland,90,29,Museum,Extant,Agency,Public,1,GBR,GBR.3_1,GBR.3.12_1,467226683,way,0,,eng,0,https://cdli.mpiwg-berlin.mpg.de/collections/29
,"Département des Monnaies, Médailles et Antiques, Bibliothèque Nationale, Paris, France",Q549143,"Coins, Medals and Antiques Department, Bibliothèque nationale de France","Département des Monnaies, Médailles et Antiques, Bibliothèque Nationale",fra,https://www.bnf.fr/fr/departement-monnaies-medailles-antiques,https://en.wikipedia.org/wiki/Cabinet_des_Médailles,"https://fr.wikipedia.org/wiki/Département_des_Monnaies,_médailles_et_antiques_de_la_Bibliothèque_nationale_de_France",91,264,Library,Extant,Agency,Public,1,FRA,FRA.8_1,FRA.8.3_1,545655,relation,0,,fra,0,https://cdli.mpiwg-berlin.mpg.de/collections/264
Q511895,"Glencairn Museum, Bryn Athyn, Pennsylvania, USA",Q5568229,Glencairn Museum,Glencairn Museum,eng,https://glencairnmuseum.org,https://en.wikipedia.org/wiki/Glencairn_Museum,https://en.wikipedia.org/wiki/Glencairn_Museum,92,1009,Museum,Extant,Foundation,Group,1,USA,USA.39_1,USA.39.46_1,,,7147736,,eng,0,https://cdli.mpiwg-berlin.mpg.de/collections/1009
,"Museum of Anthropology, University of British Columbia, Vancouver, British Columbia, Canada",Q1954743,"Museum of Anthropology, University of British Columbia","Museum of Anthropology at the
 University of British Columbia",eng,https://moa.ubc.ca,https://en.wikipedia.org/wiki/Museum_of_Anthropology_at_UBC,https://en.wikipedia.org/wiki/Museum_of_Anthropology_at_UBC,95,10,Museum,Extant,Agency,Group,1,CAN,CAN.2_1,CAN.2.14_1,,,10229840,,eng,0,https://cdli.mpiwg-berlin.mpg.de/collections/10
,"private: Galling, Kurt, Tübingen, Germany",Q1793547,Kurt Galling Collection,Kurt Galling,deu,,,https://de.wikipedia.org/wiki/Kurt_Galling,96,155,Collection,Unknown,Person,Individual,0,DEU,DEU.1_1,DEU.1.41_1,,,,,deu,0,https://cdli.mpiwg-berlin.mpg.de/collections/155
,"University of Leuven, Leuven, Belgium",Q833670,Leuven Cuneiform Collection,Collectie spijkerschriftteksten Katholieke Universiteit Leuven,nld,https://www.arts.kuleuven.be/ono/meso/projects/cuneiformcollection,https://en.wikipedia.org/wiki/KU_Leuven,https://nl.wikipedia.org/wiki/Katholieke_Universiteit_Leuven,97,128,Collection,Extant,Educational institution,Group,1,BEL,BEL.2_1,BEL.2.4_1,,,6696527,,nld,0,https://cdli.mpiwg-berlin.mpg.de/collections/128
,"Ruhrlandmuseum, Essen, Germany",Q2175050,Ruhr Museum,Ruhr Museum,deu,https://ruhrmuseum.de,https://en.wikipedia.org/wiki/Ruhr_Museum,https://de.wikipedia.org/wiki/Ruhr_Museum,98,354,Museum,Extant,Foundation,Group,1,DEU,DEU.10_1,DEU.10.12_1,621131210,node,0,,deu,0,https://cdli.mpiwg-berlin.mpg.de/collections/354
Q511940,"World Museum Liverpool, Liverpool, UK",Q980795,"World Museum, Liverpool",World Museum,eng,https://www.liverpoolmuseums.org.uk/world-museum,https://en.wikipedia.org/wiki/World_Museum,https://en.wikipedia.org/wiki/World_Museum,99,120,Museum,Extant,Agency,Public,1,GBR,GBR.1_1,GBR.1.82_1,,,10228912,,eng,0,https://cdli.mpiwg-berlin.mpg.de/collections/120
Q511915,"Museo Archeologico Nazionale di Firenze, Florence, Italy",Q637237,National Archaeological Museum of Florence,Museo Archeologico Nazionale di Firenze,ita,https://museoarcheologiconazionaledifirenze.wordpress.com,"https://en.wikipedia.org/wiki/National_Archaeological_Museum,_Florence",https://it.wikipedia.org/wiki/Museo_archeologico_nazionale_di_Firenze,100,686,Museum,Extant,Agency,Public,1,ITA,ITA.16_1,ITA.16.2_1,,,10303309,,ita,0,https://cdli.mpiwg-berlin.mpg.de/collections/686
,"California Museum of Ancient Art, Los Angeles, California, USA",,California Museum of Ancient Art,California Museum of Ancient Art,eng,https://web.archive.org/web/20190424145303/http://cmaa-museum.org/index.html,,,101,144,Museum,Unknown,Foundation,Uncertain,0,USA,USA.5_1,USA.5.19_1,,,,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/144
,"Kalamazoo Valley Museum, Kalamazoo, Michigan, USA; Kalamazoo Valley Museum, Kalamazoo, Michigan, USA",Q6350425,Kalamazoo Valley Museum,Kalamazoo Valley Museum,eng,https://kalamazoomuseum.org,https://en.wikipedia.org/wiki/Kalamazoo_Valley_Museum,https://en.wikipedia.org/wiki/Kalamazoo_Valley_Museum,102,202; 707,Museum,Extant,Agency,Public,1,USA,USA.23_1,USA.23.39_1,,,7727676,,eng,0,
Q511946,"State Hermitage Museum, St. Petersburg, Russian Federation",Q132783,State Hermitage Museum,Государственный Эрмитаж,rus,https://www.hermitagemuseum.org/wps/portal/hermitage?lng=ru,https://en.wikipedia.org/wiki/Hermitage_Museum,https://ru.wikipedia.org/wiki/Эрмитаж,103,302,Museum,Extant,Agency,Public,1,RUS,RUS.14_1,RUS.14.1_1,,,7874165,,rus,0,https://cdli.mpiwg-berlin.mpg.de/collections/302
,"Walters Art Museum, Baltimore, Maryland, USA",Q210081,Walters Art Museum,Walters Art Museum,eng,https://thewalters.org,https://en.wikipedia.org/wiki/Walters_Art_Museum,https://en.wikipedia.org/wiki/Walters_Art_Museum,104,1127,Museum,Extant,Agency,Public,1,USA,USA.21_1,USA.21.3_1,,,4372697,,eng,0,https://cdli.mpiwg-berlin.mpg.de/collections/1127
,"private: anonymous, Belgium",,0343 Anonymous,,,,,,105,343,Collection,Unknown,Person,Individual,0,BEL,,,,,,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/343
,"School of Archaeology and Oriental Studies, Liverpool University, Liverpool, UK",,"School of Archaeology and Oriental Studies, Liverpool University",School of Archaeology and Oriental Studies,eng,,,,106,736,Collection,Terminated,Agency,Public,0,GBR,GBR.1_1,GBR.1.82_1,,,,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/736
,"Banca d'Italia, Rome, Italy",Q806176,Bank of Italy,Banca d'Italia,ita,https://www.bancaditalia.it/servizi-cittadino/musei-collezioni/museo-moneta/index.html?com.dotmarketing.htmlpage.language=102,https://en.wikipedia.org/wiki/Bank_of_Italy,https://it.wikipedia.org/wiki/Banca_d%27Italia,107,974,Museum,Extant,Company,Uncertain,1,ITA,ITA.8_1,ITA.8.4_1,2766758,relation,0,,ita,0,https://cdli.mpiwg-berlin.mpg.de/collections/974
,"Carl L. Lippmann Collection, Real Academia de la Historia, Madrid, Spain",Q2720582,"Carl L. Lippmann Collection, Real Academia de la Historia","Colección Carl L. Lippmann, Real Academia de la Historia",spa,https://www.rah.es/colecciones,https://en.wikipedia.org/wiki/Real_Academia_de_la_Historia,https://es.wikipedia.org/wiki/Real_Academia_de_la_Historia,108,1294,Collection,Extant,Educational institution,Group,1,ESP,ESP.8_1,ESP.8.1_1,291990729,way,0,,spa,0,https://cdli.mpiwg-berlin.mpg.de/collections/1294
,"Campalans, Jordi, Barcelona, Spain",,Jordi Campalans Collection,,,,,,109,0,Collection,Unknown,Person,Individual,0,ESP,ESP.6_1,ESP.6.1_1,,,,,,0,
,"private: Kurata, Koji, Ryukyus, Japan",,Koji Kurata Collection,,,,,,110,0,Collection,Unknown,Person,Individual,0,JPN,JPN.32_1,JPN.32.22_1,,,,,,0,
,"private: David, E.S., New York, New York, USA",,"David, E. S. Collection",,,,,,111,601,Collection,Unknown,Person,Individual,0,USA,USA.31_1,,,,,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/601
,"private: anonymous, Estonia",,GLoW_id 0112 Anonymous,,,,,,112,0,Collection,Unknown,Person,Individual,0,EST,,,,,,,,0,
,"private: anonymous, Turin, Italy",,GLoW_id 0113 Anonymous,,,,,,113,0,Collection,Unknown,Person,Individual,0,ITA,ITA.13_1,ITA.13.6_1,,,,,,0,
,"private: Aage Westenholz, Denmark",,Aage Westenholz Collection,,,,,,114,0,Collection,Unknown,Person,Individual,0,DNK,,,,,,,,0,
,"private: anonymous, Denmark",,0912 Anonymous,,,,,,115,912,Collection,Unknown,Person,Individual,0,DNK,,,,,,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/912
,"David Alderfer Collection, Downers Grove, Illinois, USA",,David Alderfer Collection,,,,,,117,809,Collection,Unknown,Person,Individual,0,USA,USA.14_1,USA.14.22_1,,,,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/809
,"private: O. Krückmann, Baghdad, Iraq",,O. Krückmann Collection,,,,,,118,0,Collection,Unknown,Person,Individual,0,IRQ,IRQ.10_1,IRQ.10.1_1,,,,,,0,
,"private: Banks, unlocated",,Banks Collection,,,,,,119,1191,Collection,Unknown,Person,Individual,0,,,,,,,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/1191
,"private: Samhery, unlocated",,Samhery Collection,,,,,,120,1112,Collection,Unknown,Person,Individual,0,,,,,,,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/1112
,"private: Greene, Providence",Q5716981,Greene Collection,,,,https://en.wikipedia.org/wiki/Henry_A._Greene,https://en.wikipedia.org/wiki/Henry_A._Greene,121,0,Collection,Unknown,Person,Individual,0,USA,USA.40_1,USA.40.4_1,,,,,eng,0,
,"private: Tournay, unlocated",,Tournay Collection,,,,,,122,816,Collection,Unknown,Person,Individual,0,,,,,,,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/816
Q511921,"Bodmer Museum, Cologny, Switzerland",Q667858,Bodmer Museum,Fondation Martin Bodmer,fra,https://fondationbodmer.ch,https://en.wikipedia.org/wiki/Bodmer_Library,https://fr.wikipedia.org/wiki/Fondation_Martin_Bodmer,123,154,Museum,Extant,Foundation,Group,1,CHE,CHE.8_1,CHE.8.1_1,258587018,way,0,,fra,0,https://cdli.mpiwg-berlin.mpg.de/collections/154
,"Allard Pierson Museum, Amsterdam, Netherlands; Allard Pierson Museum, University of Amsterdam, Amsterdam, Holland",Q1244372,Allard Pierson Museum,Allard Pierson Museum,nld,https://allardpierson.nl,https://en.wikipedia.org/wiki/Allard_Pierson_Museum,https://nl.wikipedia.org/wiki/Allard_Pierson_Museum,124,587,Museum,Extant,Agency,Public,1,NLD,NLD.9_1,NLD.9.4_1,,,6951727,,nld,0,https://cdli.mpiwg-berlin.mpg.de/collections/587
Q245733,"New York Public Library, New York, New York, USA",Q219555,New York Public Library,New York Public Library,eng,https://www.nypl.org,https://en.wikipedia.org/wiki/New_York_Public_Library,https://en.wikipedia.org/wiki/New_York_Public_Library,125,603,Library,Extant,Agency,Public,1,USA,USA.33_1,USA.33.32_1,,,8478980,,eng,0,https://cdli.mpiwg-berlin.mpg.de/collections/603
,"Milwaukee Public Museum, Milwaukee, Wisconsin, USA",Q6861802,Milwaukee Public Museum,Milwaukee Public Museum,eng,https://www.mpm.edu,https://en.wikipedia.org/wiki/Milwaukee_Public_Museum,https://en.wikipedia.org/wiki/Milwaukee_Public_Museum,126,806,Museum,Extant,Agency,Public,1,USA,USA.50_1,USA.50.43_1,,,5263086,,eng,0,https://cdli.mpiwg-berlin.mpg.de/collections/806
Q511914,"Royal Ontario Museum of Archaeology, Toronto, Ontario, Canada",Q649250,Royal Ontario Museum,Royal Ontario Museum,eng,https://www.rom.on.ca/en,https://en.wikipedia.org/wiki/Royal_Ontario_Museum,https://en.wikipedia.org/wiki/Royal_Ontario_Museum,127,1306,Museum,Extant,Agency,Public,1,CAN,CAN.9_1,CAN.9.50_1,,,6615570,,eng,0,https://cdli.mpiwg-berlin.mpg.de/collections/1306
,"New Brunswick Museum, St. John, New Brunswick, Canada",Q3330362,New Brunswick Museum,New Brunswick Museum,eng,https://www.nbm-mnb.ca,https://en.wikipedia.org/wiki/New_Brunswick_Museum,https://en.wikipedia.org/wiki/New_Brunswick_Museum,128,1245,Museum,Extant,Agency,Public,0,CAN,CAN.4_1,CAN.4.11_1,,,10346626,,eng,0,https://cdli.mpiwg-berlin.mpg.de/collections/1245
,"Eugene Fuller Memorial Collection, Seattle Art Museum, Seattle, Washington, USA",Q1816301,"Eugene Fuller Memorial Collection, Seattle Art Museum","Eugene Fuller Memorial Collection, Seattle Art Museum",eng,https://samblog.seattleartmuseum.org/tag/eugene-fuller-memorial-collection/,https://en.wikipedia.org/wiki/Seattle_Art_Museum,https://en.wikipedia.org/wiki/Seattle_Art_Museum,129,1031,Museum,Extant,Foundation,Group,1,,USA.48_1USA.48.17_1,,,,7602098,,eng,0,https://cdli.mpiwg-berlin.mpg.de/collections/1031
,"Harvard Art Museum / Arthur M. Sackler Museum, Harvard University, Cambridge, Massachusetts, USA",Q3783572,"Arthur M. Sackler Museum, Harvard Art Museums","Arthur M. Sackler Museum, Harvard Art Museums",eng,https://harvardartmuseums.org,https://en.wikipedia.org/wiki/Harvard_Art_Museums,https://en.wikipedia.org/wiki/Harvard_Art_Museums,130,1073,Museum,Extant,Educational institution,Group,1,USA,USA.22_1,USA.22.9_1,29821531,way,0,,eng,0,https://cdli.mpiwg-berlin.mpg.de/collections/1073
,"private: Jensen, William, Austin, Texas, USA",,William Jensen Collection,,,,,,131,1208,Collection,Unknown,Person,Individual,0,USA,USA.44_1,USA.44.227_1,,,,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/1208
,"private: LaForme, William, USA",,William LaForme Collection,,,,,,132,943,Collection,Unknown,Person,Individual,0,USA,,,,,,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/943
,"Museum of Peoples and Cultures, Brigham Young University, Provo, Utah, USA",Q4967320,Museum of Peoples and Cultures,Museum of Peoples and Cultures,eng,https://mpc.byu.edu,https://en.wikipedia.org/wiki/Brigham_Young_University_Museum_of_Peoples_and_Cultures,https://en.wikipedia.org/wiki/Brigham_Young_University_Museum_of_Peoples_and_Cultures,133,21,Museum,Extant,Educational institution,Group,1,USA,USA.45_1,USA.45.25_1,6838986207,node,0,,eng,0,https://cdli.mpiwg-berlin.mpg.de/collections/21
,"private: Moussaieff, Shlomo, London, UK; Moussaieff, Shlomo, London, UK",Q7499597,Shlomo Moussaieff Collection,Shlomo Moussaieff,eng,,https://en.wikipedia.org/wiki/Shlomo_Moussaieff_(businessman),https://en.wikipedia.org/wiki/Shlomo_Moussaieff_(businessman),134,136,Collection,Unknown,Person,Individual,0,GBR,GBR.1_1,GBR.1.36_1,,,,,eng,0,https://cdli.mpiwg-berlin.mpg.de/collections/136
,"private: Higuchi, Mitsuyoshi, Tokyo, Japan",,Mitsuyoshi Higuchi Collection,,,,,,135,545,Collection,Unknown,Person,Individual,0,JPN,JPN.41_1,,,,,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/545
,"private: Namio Egami, Tokyo, Japan",Q11550613,Namio Egami Collection,江 上 波夫,jpn,,,https://ja.wikipedia.org/wiki/江上波夫,136,1116,Collection,Unknown,Person,Individual,0,JPN,JPN.41_2,,,,,,jpn,0,https://cdli.mpiwg-berlin.mpg.de/collections/1116
,"private: anonymous, Germany",,0216 Anonymous,,,,,,137,216,Collection,Unknown,Person,Individual,0,DEU,,,,,,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/216
