factgrid_id,collection,wikidata_id,collection_name,collection_name_native,name_native_iso,collection_url,wiki_url_eng,wiki_url_native,collection_id,cdli_id,collection_holding,collection_holding_status,collection_actor,collection_actor_status,collection_loc,country_iso,region_gadm,district_gadm,osm_id,osm_type,geonames_id,notes,url_native_iso,to_be_deleted,cdli_url
,"Egyptian Museum, Turin, Italy",Q19877,Museo Egizio,Museo Egizio,ita,https://www.museoegizio.it,https://en.wikipedia.org/wiki/Museo_Egizio,https://it.wikipedia.org/wiki/Museo_egizio_(Torino),327,488,Museum,Extant,Agency,Public,1,USA,ITA.13_1,ITA.13.6_1,,,6697886,,ita,0,https://cdli.mpiwg-berlin.mpg.de/collections/488
,"Musée Flaubert et d’histoire de la médecine, Rouen, France",Q3329160,Musée Flaubert et d’histoire de la médecine,Musée Flaubert et d’histoire de la médecine,fra,https://rouen.fr/medecine,,https://fr.wikipedia.org/wiki/Musée_Flaubert_et_d%27histoire_de_la_médecine,328,777,Museum,Extant,Uncertain,Uncertain,1,FRA,FRA.9_1,FRA.9.5_1,64920532,way,0,,fra,0,https://cdli.mpiwg-berlin.mpg.de/collections/777
,"Museum of Cultural History, University of Oslo",Q3356148,"Museum of Cultural History, Oslo",Kulturhistorisk museum,nor,https://www.khm.uio.no,"https://en.wikipedia.org/wiki/Museum_of_Cultural_History,_Oslo",https://no.wikipedia.org/wiki/Kulturhistorisk_museum,329,0,Museum,Extant,Agency,Public,1,NOR,NOR.12_1,NOR.12.1_1,31106820,way,0,,nor,0,
,"Logan Museum of Anthropology, Beloit College, Beloit, Wisconson, USA",Q16992154,Logan Museum of Anthropology,Logan Museum of Anthropology,eng,https://www.beloit.edu/logan,,,330,684,Museum,Extant,Educational institution,Group,1,USA,USA.50_1,USA.50.56_1,,,5279094,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/684
,"Amherst College, Amherst, Masssachusetts, USA; Mead Art Gallery, Amherst College, Amherst, Massacusetts, USA",Q6803132,Mead Art Museum,Mead Art Museum,eng,https://www.amherst.edu/museums/mead,https://en.wikipedia.org/wiki/Mead_Art_Museum,https://en.wikipedia.org/wiki/Mead_Art_Museum,331,60; 1269,Museum,Extant,Educational institution,Group,1,,USA.22_1USA.22.8_1,,,,4943572,,eng,0,
,"Kyoto University, Kyoto, Japan",Q336264,Kyoto University,京都大学,jpn,https://www.kyoto-u.ac.jp/ja,https://en.wikipedia.org/wiki/Kyoto_University,https://ja.wikipedia.org/wiki/京都大学,332,843,Collection,Extant,Educational institution,Public,1,JPN,JPN.22_1,JPN.22.13_1,163159610,way,0,,jpn,0,https://cdli.mpiwg-berlin.mpg.de/collections/843
Q511882,"Iran Bastan Museum, Tehran, Iran; National Museum, Tehran, Iran",Q1631008,National Musuem of Iran,وزه ملی ایران,fas,https://irannationalmuseum.ir/fa,https://en.wikipedia.org/wiki/National_Museum_of_Iran,https://fa.wikipedia.org/wiki/موزه_ملی_ایران,333,983; 1106,Museum,Extant,Agency,Public,1,IRN,IRN.28_1IRN.28.8_1,,,,11874040,,fas,0,
,"Department of Cross-Cultural and Regional Studies, University of Copenhagen, Copenhagen, Denmark",Q21014518,"Department of Cross-Cultural and Regional Studies, University of Copenhagen",Institut for Tværkulturelle og Regionale Studier,dan,https://tors.ku.dk,,https://da.wikipedia.org/wiki/Institut_for_Tv%C3%A6rkulturelle_og_Regionale_Studier,334,0,Collection,Extant,Educational institution,Public,1,DNK,DNK.1_1,DNK.1.25_1,25779358,way,0,,dan,0,
,"private: Foroughi, Mohsen, Tehran, Iran ?; Foroughi collecllon",Q5951051,Mohsen Foroughi Collection,محسن فروغی,fas,,https://en.wikipedia.org/wiki/Mohsen_Foroughi,https://fa.wikipedia.org/wiki/محسن_فروغی,335,106; 47,Collection,Terminated,Person,Individual,0,IRN,IRN.28_1,IRN.28.8_1,,,,,fas,0,
,"Frauenberger, K., Germany",,K. Frauenberger Collection,,,,,,336,1158,Collection,Uncertain,Person,Individual,0,DEU,,,,,,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/1158
,"Gallery of Fine Arts, Yale University, New Haven, Connecticut, USA",Q1568434,Yale University Art Gallery,Yale University Art Gallery,eng,https://artgallery.yale.edu/,https://en.wikipedia.org/wiki/Yale_University_Art_Gallery,https://en.wikipedia.org/wiki/Yale_University_Art_Gallery,337,35,Museum,Extant,Educational institution,Group,1,USA,USA.7_1,USA.7.5_1,,,10228990,,eng,0,https://cdli.mpiwg-berlin.mpg.de/collections/35
Q511897,"Eski Şark Eserleri Müzesi, Arkeoloji Müzeleri, Istanbul, Turkey",Q99397898,Istanbul Museum of the Ancient Orient,Eski Şark Eserleri Müzesi,tur,https://muze.gov.tr/muze-detay?SectionId=IAR01&DistId=IAR,https://en.wikipedia.org/wiki/Museum_of_the_Ancient_Orient,https://tr.wikipedia.org/wiki/Eski_Şark_Eserleri_Müzesi,338,443,Museum,Extant,Agency,Public,1,TUR,TUR.40_1,TUR.40.20_1,103339340,way,0,,tur,0,https://cdli.mpiwg-berlin.mpg.de/collections/443
,"Staatliches Museum Ägyptischer Kunst, Munich, Germany",Q464872,"State Museum of Egyptian Art, Munich",Staatliches Museum Ägyptischer Kunst,deu,https://smaek.de,https://en.wikipedia.org/wiki/Staatliche_Sammlung_für_Ägyptische_Kunst,https://de.wikipedia.org/wiki/Staatliches_Museum_Ägyptischer_Kunst,340,970,Museum,Extant,Agency,Public,1,DEU,DEU.2_1DEU.2.54_1,,,,10279210,,deu,0,https://cdli.mpiwg-berlin.mpg.de/collections/970
,"Archäologisches Museum, Universität Halle-Wittenberg, Germany; Archäologisches Museum, Universität Halle, Halle, Germany",Q637047,"Archaeological Museum, Halle",Archäologisches Museum der Martin-Luther-Universität Halle-Wittenberg,deu,https://archaeologischesmuseum.uni-halle.de,,https://de.wikipedia.org/wiki/Archäologisches_Museum_der_Martin-Luther-Universität_Halle-Wittenberg,341,1153; 1279,Museum,Extant,Educational institution,Public,1,DEU,DEU.13_1,DEU.13.6_1,27175385,way,0,,deu,0,
,"private: Hoza, Camberg, Germany",,Camberg Hoza Collection,,,,,,342,1203,Collection,Unknown,Person,Individual,0,,,,,,,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/1203
,"private: Baldacci, Milan, Italy",,Baldacci Collection,,,,,,343,323,Collection,Unknown,Person,Individual,0,ITA,ITA.10_1,ITA.10.8_1,,,,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/323
Q511883,"Ancient Orient Museum, Tokyo, Japan",Q1048740,Ancient Orient Museum,古代オリエント博物館,jpn,https://aom-tokyo.com,https://en.wikipedia.org/wiki/Ancient_Orient_Museum,https://ja.wikipedia.org/wiki/%E5%8F%A4%E4%BB%A3%E3%82%AA%E3%83%AA%E3%82%A8%E3%83%B3%E3%83%88%E5%8D%9A%E7%89%A9%E9%A4%A8,344,1083,Museum,Extant,Foundation,Group,1,JPN,JPN.41_1,JPN.41.53_1,1420771074,node,0,,jpn,0,https://cdli.mpiwg-berlin.mpg.de/collections/1083
,"Takahashi Collection, Municipal Museum, Fujisawa, Japan",,Takahashi Collection,高橋コレクション,jpn,,,,345,1253,Collection,Unknown,Agency,Public,0,JPN,JPN.19_1,JPN.19.6_1,,,,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/1253
,"Tokyo National Museum, Tokyo, Japan",Q653433,Tokyo National Museum,東京国立博物館,jpn,https://www.tnm.jp,https://en.wikipedia.org/wiki/Tokyo_National_Museum,https://ja.wikipedia.org/wiki/東京国立博物館,346,497,Museum,Extant,Agency,Public,1,JPN,JPN.41_1,JPN.41.5_1,,,7911169,,jpn,0,https://cdli.mpiwg-berlin.mpg.de/collections/497
,"National Museum of Syria, Idlib, Syria",,Idlib National Museum,المتاحف الوطنية إدلب,ara,http://dgam.gov.sy/المتاحف-الوطنية/#1604583790469-fcfa5147-6cd1,,https://ar.wikipedia.org//wiki/متحف_إدلب,348,1038,Museum,Unknown,Agency,Public,1,SYR,SYR.10_1,SYR.10.3_1,492400609,way,0,,ara,0,https://cdli.mpiwg-berlin.mpg.de/collections/1038
,"private: Cros, unlocated",,Cros Collection,,,,,,351,996,Collection,Unknown,Person,Individual,0,,,,,,,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/996
,"Munich, Germany",,0327 Anonymous,,,,,,352,327,Unknown,Unknown,Unknown,Unknown,0,DEU,DEU.2_1,DEU.2.54_1,,,,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/327
,"private: Erlenmeyer, Basel, Switzerland (dispersed)",Q15819388,Hans Erlenmeyer Collection,,,,,https://de.wikipedia.org/wiki/Hans_Erlenmeyer,353,1274,Collection,Terminated,Person,Individual,0,CHE,CHE.5_1,CHE.5.1_1,,,,,deu,0,https://cdli.mpiwg-berlin.mpg.de/collections/1274
,"private: anonymous, Baghdad, Iraq",,0367 Anonymous,,,,,,354,367,Collection,Unknown,Person,Individual,0,IRQ,IRQ.10_1,IRQ.10.1_1,,,,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/367
,"private: Greene, unlocated",,Greene Collection,,,,,,355,993,Collection,Unknown,Person,Individual,0,,,,,,,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/993
,"private: anonymous, Göttingen, Germany",,0635 Anonymous,,,,,,357,635,Collection,Unknown,Person,Individual,0,DEU,DEU.9_1,DEU.9.14_1,,,,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/635
,"Liebighaus, Frankfurt, Germany",Q1823966,Liebighaus,Liebieghaus Skulpturensammlung,deu,https://www.liebieghaus.de/de,https://en.wikipedia.org/wiki/Liebieghaus,https://de.wikipedia.org/wiki/Liebieghaus,358,1231,Museum,Extant,Agency,Public,1,DEU,DEU.7_1,DEU.7.4_1,,,10279161,,deu,0,https://cdli.mpiwg-berlin.mpg.de/collections/1231
,"Reber Collection, Lausanne, Switzerland",Q17277888,Reber Collection,,,,https://en.wikipedia.org/wiki/Gottlieb_Reber,https://de.wikipedia.org/wiki/Gottlieb_Reber,359,547,Collection,Unknown,Person,Individual,0,CHE,CHE.24_1CHE.24.5_1,,,,,,deu,0,https://cdli.mpiwg-berlin.mpg.de/collections/547
,"private: Schimmel, Norbert, unlocated",,Norbert Schimmel Collection,,,,,,360,693,Collection,Unknown,Person,Individual,0,USA,,,,,,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/693
,"Cabinet des Médailles, Musée d’Histoire et d’Art, Musées de l’Etat, Luxemburg; Musees de l'Etat: Musee d'Histoire et d'Art: Cabinet des Medailles, Luxembourg; Musées de l'État - Musée National d'Histoire et d'Art, Luxembourg, Luxembourg",,"Coins and Medals Collection, Musée national d’histoire et d’art Luxemburg","Cabinet des Médailles, Musée national d’histoire et d’art, Luxembourg",fra,https://www.mnha.lu/fr/collections/cabinet-des-medailles,,,364,34; 333,Museum,Extant,Agency,Public,1,LUX,LUX.3_1,LUX.3.3_1,48994767,way,0,,,0,
,"private: Hechich, Rome, Italy",,Hechich Collection,,,,,,366,233,Collection,Unknown,Person,Individual,0,ITA,ITA.8_1,ITA.8.4_1,,,,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/233
,private: Southesk collection,,Southesk Collection,,,,,,367,554,Collection,Unknown,Person,Individual,0,,,,,,,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/554
,"private: Hoffman, E. A., unlocated",,Hoffman Collection,,,,,,372,1254,Collection,Unknown,Person,Individual,0,,,,,,,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/1254
,"private: Barton, G. A., unlocated",,Barton Collection,,,,,,373,744,Collection,Unknown,Person,Individual,0,,,,,,,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/744
,"Rijksmuseum van Oudheden, Leiden, Holland; National Museum of Antiquities, Leiden, Holland",Q1860378,Leiden National Museum of Antiquities,Rijksmuseum van Oudheden,deu,https://www.rmo.nl,https://en.wikipedia.org/wiki/Rijksmuseum_van_Oudheden,https://nl.wikipedia.org/wiki/Rijksmuseum_van_Oudheden,374,708; 1004,Museum,Extant,Agency,Public,1,NLD,NLD.14_1,NLD.14.38_1,,,6950790,,nld,0,
,"Detroit Institute of Arts, Detroit, Michigan, USA",Q1201549,Detroit Institute of Arts,Detroit Institute of Arts,eng,https://www.dia.org,https://en.wikipedia.org/wiki/Detroit_Institute_of_Arts,https://en.wikipedia.org/wiki/Detroit_Institute_of_Arts,375,41,Museum,Extant,Uncertain,Uncertain,1,USA,USA.23_1,USA.23.86_1,,,10228792,,eng,0,https://cdli.mpiwg-berlin.mpg.de/collections/41
,"Ny Carlsberg Glyptotek, Copenhagen, Denmark",Q1140507,Ny Carlsberg Glyptotek,Ny Carlsberg Glyptotek,dan,https://glyptoteket.dk,https://en.wikipedia.org/wiki/Ny_Carlsberg_Glyptotek,https://da.wikipedia.org/wiki/Ny_Carlsberg_Glyptotek,376,416,Museum,Extant,Foundation,Group,1,DNK,DNK.1_1,DNK.1.25_1,,,6949478,,dan,0,https://cdli.mpiwg-berlin.mpg.de/collections/416
,private: Hechler,,Hechler Collection,,,,,,377,309; 1144,Collection,Unknown,Person,Individual,0,,,,,,,,,0,
,"private: Cugnin, L., unlocated",,L. Cugnin Collection,,,,,,378,1117,Collection,Unknown,Person,Individual,0,FRA,FRA.8_1,,,,,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/1117
Q511923,"Deutsches Museum, Munich, Germany",Q131617,Deutsches Museum,Deutsches Museum,deu,https://www.deutsches-museum.de,https://en.wikipedia.org/wiki/Deutsches_Museum,https://de.wikipedia.org/wiki/Deutsches_Museum,379,968,Museum,Extant,Uncertain,Uncertain,1,DEU,DEU.2_1,DEU.2.54_1,,,6544564,,deu,0,https://cdli.mpiwg-berlin.mpg.de/collections/968
,"Musée des Antiquités à Rouen, France",Q3330534,"Musée des Antiquités, Rouen",Musée des Antiquités,fra,https://museedesantiquites.fr/fr,https://en.wikipedia.org/wiki/Museum_of_Antiquities_(Rouen),https://fr.wikipedia.org/wiki/Musée_des_Antiquités_(Rouen),380,761,Museum,Extant,Agency,Public,1,FRA,FRA.9_1,FRA.9.5_1,64180958,way,0,,fra,0,https://cdli.mpiwg-berlin.mpg.de/collections/761
,"private: Chandon de Briailles, unlocated",,Chandon de Briailles Collection,,,,,,381,140,Collection,Unknown,Person,Individual,0,FRA,,,,,,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/140
,"Museum Haaretz, Tel Aviv, Israel",Q840618,Eretz Israel Museum,מוזיאון ארץ ישראל,heb,https://www.eretzmuseum.org.il,https://en.wikipedia.org/wiki/Eretz_Israel_Museum,https://he.wikipedia.org/wiki/מוזיאון_ארץ_ישראל,382,960,Museum,Extant,Agency,Public,1,ISR,ISR.7_1,0,81652303,way,0,,heb,0,https://cdli.mpiwg-berlin.mpg.de/collections/960
,"Institute of Semitics, University of Groningen, Groningen, Holland",Q850730,"Institute of Semitics, University of Groningen",Institute of Semitics,eng,https://www.rug.nl,https://en.wikipedia.org/wiki/University_of_Groningen,https://nl.wikipedia.org/wiki/Rijksuniversiteit_Groningen,383,933,Collection,Unknown,Educational institution,Public,0,NLD,NLD.5_1,NLD.5.7_1,,,,,nld,0,https://cdli.mpiwg-berlin.mpg.de/collections/933
,"University of Pretoria, Pretoria, South Africa",Q604444,University of Pretoria,University of Pretoria,eng,https://www.up.ac.za,https://en.wikipedia.org/wiki/University_of_Pretoria,https://en.wikipedia.org/wiki/University_of_Pretoria,384,374,Collection,Extant,Educational institution,Public,1,ZAF,ZAF.3_1,ZAF.3.2_1,,,9199851,,eng,0,https://cdli.mpiwg-berlin.mpg.de/collections/374
,"Muzeum Narodowym w Krakowie, Cracow, Poland; Krakow National Museum, Krakow, Poland",Q195311,Krakow National Museum,Muzeum Narodowe w Krakowie,pol,https://mnk.pl,"https://en.wikipedia.org/wiki/National_Museum,_Kraków",https://pl.wikipedia.org/wiki/Muzeum_Narodowe_w_Krakowie,385,569; 844,Museum,Extant,Agency,Public,1,POL,POL.6_1,POL.6.6_1,231815729,way,0,,pol,0,
,"private: Jager, H. J. de , unlocated",,H. J. de Jager Collection,,,,,,386,833,Collection,Unknown,Person,Individual,0,USA,USA.5_1,USA.5.36_1,,,,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/833
,Japan,,1134 Anonymous,,,,,,387,1134,Unknown,Unknown,Unknown,Unknown,0,JPN,,,,,,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/1134
,"Ziegelei-Museum, Meienberg, Germany",Q27479972,"Ziegelei-Museum, Cham",Ziegelei-Museum,deu,https://www.ziegelei-museum.ch,,,388,937,Museum,Extant,Foundation,Group,1,CHE,CHE.25_1,CHE.25.1_1,4362460804,node,0,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/937
,"Musée St. Remi, Reims, France",Q23596705,Musée Saint-Remi,Musée Saint-Remi,fra,https://musees-reims.fr/fr/musees/musee-saint-remi,https://en.wikipedia.org/wiki/Musée_Saint-Remi,https://fr.wikipedia.org/wiki/Musée_Saint-Remi_de_Reims,389,156,Museum,Extant,Uncertain,Uncertain,1,FRA,FRA.6_1,FRA.6.6_1,,,12089020,,fra,0,https://cdli.mpiwg-berlin.mpg.de/collections/156
,"private: Béghin, Versailles, France; Collection Beghin, Versailles",,Béghin Collection,,,,,,390,789; 944,Collection,Extant,Person,Individual,0,FRA,FRA.8_1,FRA.8.8_1,,,,,,0,
,"Landesmuseum Joanneum, Graz, Austria; Joanneum Museum, Graz, Austria",Q623017,Universalmuseum Joanneum,Universalmuseum Joanneum,deu,https://www.museum-joanneum.at,https://en.wikipedia.org/wiki/Universalmuseum_Joanneum,https://de.wikipedia.org/wiki/Universalmuseum_Joanneum,391,824; 1296,Museum,Extant,Agency,Public,1,AUT,AUT.6_1,AUT.6.4_1,29714856,way,0,,deu,0,
,"Musée Royal de Mariemont, Morlanwelz, Belgium",Q1976221,The Royal Museum of Mariemont,Musée royal de Mariemont,fra,http://www.musee-mariemont.be,https://en.wikipedia.org/wiki/Musée_royal_de_Mariemont,https://nl.wikipedia.org/wiki/Musée_Royal_de_Mariemont,392,988,Museum,Extant,Agency,Public,1,BEL,BEL.3_1,BEL.3.2_1,,,11203952,,nld,0,https://cdli.mpiwg-berlin.mpg.de/collections/988
,"Collection de Clercq, Paris, France; private: de Clercq, unlocated",,Louis de Clercq Collection,,,,,,393,85,Collection,Unknown,Person,Individual,0,FRA,FRA.8_1,,,,,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/85
,"F. Seidl-Geuthner, Paris, France; private: Seidl-Geuthner, F., unlocated",,F. Seidl-Geuthner Collection,,,,,,394,3; 1169,Collection,Unknown,Person,Individual,0,FRA,FRA.8_1,,,,,,,0,
,"private: Clark, Cumberland (probably dispersed)",,Cumberland Clark Collection,,,,,,395,360,Collection,Unknown,Person,Individual,0,,,,,,,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/360
,"Newell Bequest Collection, Wheaton College, Wheaton, Illinois, USA",Q747179,Newell Bequest Collection,,,https://www.wheaton.edu,https://en.wikipedia.org/wiki/Wheaton_College_(Illinois),https://en.wikipedia.org/wiki/Wheaton_College_(Illinois),396,1101,Collection,Uncertain,Educational institution,Group,1,USA,USA.14_1,USA.14.22_1,,,4916294,,eng,0,https://cdli.mpiwg-berlin.mpg.de/collections/1101
,"private: Golenishev, unlocated",,Golenishev Collection,,,,,,398,700,Collection,Uncertain,Person,Individual,0,,,,,,,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/700
,"Gutenberg Museum, Mainz,Germany",Q474841,Gutenberg Museum,Gutenberg-Museum,deu,https://www.mainz.de/microsite/gutenberg-museum,https://en.wikipedia.org/wiki/Gutenberg_Museum,https://de.wikipedia.org/wiki/Gutenberg-Museum,399,1289,Museum,Extant,Foundation,Group,1,DEU,DEU.11_1,DEU.11.20_1,264527030,node,0,,deu,0,https://cdli.mpiwg-berlin.mpg.de/collections/1289
,"private: Kuhs, R., Germany",,R. Kuhs Collection,,,,,,400,451,Collection,Unknown,Person,Individual,0,DEU,,,,,,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/451
,"private: Stefanik,Deborah, Las Vegas, Nevada, USA",,Deborah Stefanik Collection,,,,,,402,98,Collection,Unknown,Person,Individual,0,USA,USA.29_1,USA.29.3_1,,,,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/98
Q511891,"Anadolu Medeniyetleri Müzesi, Ankara, Turkey; Archaeological Museum, Anakara, Turkey",Q754322,Museum of Anatolian Civilizations,Anadolu Medeniyetleri Müzesi,tur,https://muze.gov.tr/muze-detay?SectionId=AMM01&DistId=AMM,https://en.wikipedia.org/wiki/Museum_of_Anatolian_Civilizations,https://tr.wikipedia.org/wiki/Anadolu_Medeniyetleri_Müzesi,403,705,Museum,Extant,Agency,Public,1,TUR,TUR.7_1,TUR.7.7_1,,,11237683,,tur,0,https://cdli.mpiwg-berlin.mpg.de/collections/705
,"Museum für Volkerkunde, Freiburg, Germany",Q1970389,Museum Natur und Mensch,Museum Natur und Mensch,deu,https://www.freiburg.de/pb/238070.html,,https://de.wikipedia.org/wiki/Museum_Natur_und_Mensch_Freiburg,404,1113,Museum,Extant,Agency,Public,1,DEU,DEU.1_1,DEU.1.12_1,,,10228795,,deu,0,https://cdli.mpiwg-berlin.mpg.de/collections/1113
,"private: anonymous, Europe",,0111 Anonymous,,,,,,405,111,Collection,Unknown,Person,Individual,0,,,,,,,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/111
,"private: Homsy, E., Beirut, Lebanon",,E. Homsy Collection,,,,,,406,1026,Collection,Unknown,Person,Individual,0,LBN,LBN.3_1,LBN.3.1_1,,,,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/1026
,"Center for Advanced Judaic Studies, University of Pennsylvania, Philadephia, Pennsylvania, USA; Annenberg Institute, University of Pennsylvania, Philadelphia, Pennsylvania, USA",Q5059469,Katz Center for Advanced Judaic Studies,Katz Center for Advanced Judaic Studies,eng,https://katz.sas.upenn.edu,https://en.wikipedia.org/wiki/Katz_Center_for_Advanced_Judaic_Studies,https://en.wikipedia.org/wiki/Katz_Center_for_Advanced_Judaic_Studies,410,31; 389,Library,Extant,Educational institution,Group,1,USA,USA.39_1,USA.39.51_1,705305500,way,0,,eng,0,
,"Near Eastern Studies, UC Berkeley (Dales Collection), Berkeley, California, USA",Q168756,"Department of Middle Eastern Languages and Cultures, UC Berkeley",Department of Middle Eastern Languages and Cultures,eng,https://melc.berkeley.edu,"https://en.wikipedia.org/wiki/University_of_California,_Berkeley","https://en.wikipedia.org/wiki/University_of_California,_Berkeley",413,1027,Collection,Unknown,Educational institution,Public,1,USA,USA.5_1,USA.5.1_1,,,5326291,,eng,0,https://cdli.mpiwg-berlin.mpg.de/collections/1027
,"Site museum, Boghazkoi, Turkey",Q31188759,Bogazkoy Museum,Boğazkale müzesi,tur,https://web.archive.org/web/20160330082909/http://muze.gov.tr/tr/muzeler/bogazkoy-muzesi,,https://tr.wikipedia.org/wiki/Boğazköy_Müzesi,415,639,Museum,Extant,Agency,Public,1,TUR,TUR.24_1,TUR.24.3_1,413546419,way,0,,tur,0,https://cdli.mpiwg-berlin.mpg.de/collections/639
,"Cotsen Collection of Cuneiform Tablets, Special Collections, UCLA, Los Angeles, California, USA",Q5077208,Cotsen Collection UCLA,,,https://oac.cdlib.org/findaid/ark:/13030/kt0t1nf169,https://en.wikipedia.org/wiki/Charles_E._Young_Research_Library,https://en.wikipedia.org/wiki/Charles_E._Young_Research_Library,416,723,Collection,Extant,Educational institution,Public,1,USA,USA.5_1,USA.5.19_1,,,5404853,,eng,0,https://cdli.mpiwg-berlin.mpg.de/collections/723
,"private: Cotsen, Los Angeles, California, USA",,Cotsen Collection,,,,,,417,923,Collection,Unknown,Person,Individual,0,USA,USA.5_1,USA.5.19_1,,,,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/923
,"Hesburgh Library, University of Notre Dame, Notre Dame, Indiana, USA",Q4499851,Hesburgh Library,Hesburgh Library,eng,https://www.library.nd.edu,https://en.wikipedia.org/wiki/Hesburgh_Library,https://en.wikipedia.org/wiki/Hesburgh_Library,418,239,Museum,Extant,Educational institution,Group,1,USA,USA.15_1,USA.15.72_1,43657696,way,0,,eng,0,https://cdli.mpiwg-berlin.mpg.de/collections/239
,"private: Totten, Norman, Bentley College, Waltham, Massachusetts, USA",,Norman Totten Collection,,,,,,421,972,Collection,Unknown,Person,Individual,0,,,,,,,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/972
,"Utah State University Museum of Anthropology, Logan, Utah, USA",Q7875809,"Museum of Anthropology, Utah State University",Museum of Anthropology,eng,https://chass.usu.edu/anthropology/museum-of-anthropology,https://en.wikipedia.org/wiki/USU_Museum_of_Anthropology,https://en.wikipedia.org/wiki/USU_Museum_of_Anthropology,423,747,Museum,Extant,Agency,Public,1,USA,USA.45_1,USA.45.3_1,,,11386458,,eng,0,https://cdli.mpiwg-berlin.mpg.de/collections/747
,"Department of Jordanian Antiquities, Amman, Jordan",Q30599072,Department of Jordanian Antiquities,دائرة الآثار العامة الأردن,ara,http://doa.gov.jo,https://en.wikipedia.org/wiki/Department_of_Antiquities_(Jordan),https://ar.wikipedia.org/wiki/دائرة_الآثار_العامة_(الأردن),424,147,Storage,Extant,Agency,Public,1,JOR,JOR.2_1,JOR.2.7_1,546633800,way,0,,ara,0,https://cdli.mpiwg-berlin.mpg.de/collections/147
,Bibliothèque Nationale [which?],,Bibliothèque Nationale,,,,,,425,0,Library,Unknown,Agency,Public,0,,,,,,,,,0,
,"Topkapı Sarayı Müzesi, Istanbul, Turkey",Q64682290,Topkapi Palace Museum,Topkapı Sarayı Müzesi,tur,https://www.millisaraylar.gov.tr/saraylar/topkapi-sarayi,https://en.wikipedia.org/wiki/Topkapı_Palace,https://tr.wikipedia.org/wiki/Topkapı_Sarayı,426,396,Museum,Extant,Agency,Public,1,TUR,TUR.40_1,TUR.40.20_1,,,738700,,tur,0,https://cdli.mpiwg-berlin.mpg.de/collections/396
,"Mosul Museum, Mosul, Iraq",Q387292,Mosul Museum,متحف الموصل,ara,,https://en.wikipedia.org/wiki/Mosul_Museum,https://ar.wikipedia.org/wiki/متحف_الموصل,427,500,Museum,Uncertain,Agency,Public,1,IRQ,IRQ.16_1,IRQ.16.6_1,4774575834,node,0,,ara,0,https://cdli.mpiwg-berlin.mpg.de/collections/500
,"Ikuo Hirayama, Kamakura, Japan; Hirayama collection, Hirayama, Japan",Q3124280,Ikuo Hirayama Collection,平山郁夫,jpn,,https://en.wikipedia.org/wiki/Ikuo_Hirayama,https://ja.wikipedia.org/wiki/平山郁夫,429,390; 397,Collection,Unknown,Person,Individual,0,JPN,JPN.19_1,JPN.19.13_1,,,,,jpn,0,
,"Hirayama Ikuo Silkroad Museum, Kanagawa/Yamanashi, Japan",Q112090672,Hirayama Ikuo Silk Road Museum,平山郁夫シルクロード美術館,jpn,http://www.silkroad-museum.jp,,https://ja.wikipedia.org/wiki/平山郁夫シルクロード美術館,430,306,Museum,Extant,Uncertain,Uncertain,1,JPN,JPN.47_1,JPN.47.7_1,1420931996,node,0,,jpn,0,https://cdli.mpiwg-berlin.mpg.de/collections/306
,"private: anonymous, Tel Aviv, Israel",,1051 Anonymous,,,,,,432,1051,Collection,Unknown,Person,Individual,0,ISR,ISR.7_1,,,,,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/1051
,"private: anonymous, Canada",,0434 Anonymous,,,,,,434,54,Collection,Unknown,Person,Individual,0,CAN,,,,,,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/54
